order_id,order_date,region,country,category,product,customer_segment,sales_rep,quantity,unit_price,discount,revenue
100425,2024-04-25,Asia Pacific,Japan,Electronics,Laptop,SMB,E. Haddad,2,907.68,0.06,2013.6
100175,2024-04-25,Asia Pacific,India,Electronics,Headphones,SMB,A. Fischer,2,128.33,0.0,302.86
100110,2024-04-26,Latin America,Chile,Office Supplies,Pen Set,SMB,C. Okafor,4,15.59,0.1,66.23
101285,2024-04-27,Asia Pacific,India,Electronics,Headphones,Enterprise,A. Fischer,12,130.85,0.26,1371.1
100551,2024-04-27,Europe,Spain,Software,Security Suite,Consumer,C. Okafor,1,387.7,0.0,457.49
100433,2024-04-27,Asia Pacific,Australia,Office Supplies,Printer Paper,Enterprise,A. Fischer,9,25.99,0.04,264.97
101035,2024-04-28,North America,United States,Electronics,Laptop,SMB,D. Rossi,5,910.49,0.04,5157.02
100545,2024-04-29,Latin America,Argentina,Electronics,Headphones,SMB,F. Larsson,3,131.52,0.0,465.58
100051,2024-04-30,Europe,France,Electronics,Smartphone,Consumer,F. Larsson,1,742.66,0.0,876.34
100779,2024-05-03,Europe,Italy,Office Supplies,Stapler,SMB,F. Larsson,2,11.57,0.09,24.34
101110,2024-05-04,Asia Pacific,Singapore,Electronics,Laptop,SMB,D. Rossi,4,910.03,0.06,3955.11
100396,2024-05-04,Asia Pacific,Singapore,Furniture,Standing Desk,SMB,D. Rossi,5,511.07,0.0,2953.69
100238,2024-05-04,Asia Pacific,Japan,Electronics,Headphones,Enterprise,B. Nguyen,7,134.34,0.12,956.53
100853,2024-05-05,North America,Canada,Electronics,Monitor,SMB,B. Nguyen,3,229.52,0.12,700.39
101266,2024-05-05,North America,Mexico,Furniture,Bookshelf,Enterprise,D. Rossi,8,172.3,0.14,1370.21
100951,2024-05-05,Latin America,Brazil,Office Supplies,Pen Set,SMB,F. Larsson,2,14.26,0.08,30.33
100398,2024-05-07,Latin America,Brazil,Software,CRM License,SMB,F. Larsson,3,301.46,0.01,1034.91
101223,2024-05-07,Latin America,Chile,Electronics,Monitor,Enterprise,A. Fischer,6,227.03,0.12,1385.58
100614,2024-05-09,Europe,Spain,Electronics,Monitor,SMB,F. Larsson,2,228.57,0.05,501.98
101112,2024-05-10,Asia Pacific,Australia,Electronics,Headphones,SMB,B. Nguyen,7,125.8,0.06,956.8
100470,2024-05-11,Latin America,Argentina,Electronics,Monitor,Consumer,B. Nguyen,3,236.22,0.15,696.26
100231,2024-05-11,Europe,United Kingdom,Office Supplies,Printer Paper,SMB,F. Larsson,8,23.86,0.05,209.6
101143,2024-05-12,Europe,Italy,Furniture,Office Chair,Consumer,E. Haddad,3,204.36,0.0,708.65
100679,2024-05-12,North America,Mexico,Electronics,Smartphone,Enterprise,F. Larsson,5,698.41,0.12,3552.04
100076,2024-05-12,Europe,Italy,Electronics,Headphones,SMB,F. Larsson,1,136.75,0.07,147.0
100664,2024-05-12,North America,United States,Software,Security Suite,Enterprise,B. Nguyen,6,417.22,0.13,2517.39
100090,2024-05-13,Asia Pacific,India,Electronics,Smartphone,Enterprise,D. Rossi,6,761.59,0.13,4595.22
100472,2024-05-14,Europe,Italy,Electronics,Laptop,SMB,D. Rossi,4,959.69,0.1,3993.45
100124,2024-05-14,North America,United States,Office Supplies,Notebook,Consumer,A. Fischer,4,8.52,0.0,39.39
101169,2024-05-14,North America,Canada,Software,Analytics Suite,Enterprise,E. Haddad,10,623.34,0.17,5980.23
100736,2024-05-14,Europe,Italy,Electronics,Laptop,SMB,D. Rossi,4,944.45,0.11,3886.36
100652,2024-05-14,North America,United States,Electronics,Laptop,SMB,C. Okafor,3,961.95,0.02,3269.0
101346,2024-05-15,Europe,United Kingdom,Electronics,Smartphone,SMB,D. Rossi,5,701.44,0.03,3932.3
100094,2024-05-15,Europe,Spain,Electronics,Monitor,Enterprise,A. Fischer,10,226.66,0.19,2122.14
100540,2024-05-16,Asia Pacific,Singapore,Electronics,Monitor,Enterprise,B. Nguyen,5,254.36,0.15,1249.55
100623,2024-05-17,Europe,Italy,Software,CRM License,Consumer,E. Haddad,4,335.71,0.0,1552.17
100588,2024-05-17,North America,United States,Furniture,Office Chair,Enterprise,C. Okafor,12,210.34,0.06,2742.49
101248,2024-05-17,North America,Mexico,Electronics,Smartphone,Consumer,D. Rossi,5,755.35,0.01,4321.83
100229,2024-05-17,Europe,Italy,Office Supplies,Pen Set,Enterprise,F. Larsson,10,14.7,0.18,139.33
100942,2024-05-17,Europe,Italy,Furniture,Office Chair,Consumer,F. Larsson,1,210.55,0.12,214.17
101222,2024-05-17,North America,Canada,Office Supplies,Pen Set,Consumer,E. Haddad,2,15.74,0.0,36.39
100406,2024-05-18,Europe,France,Electronics,Monitor,SMB,A. Fischer,5,243.44,0.09,1280.32
100369,2024-05-18,Europe,United Kingdom,Electronics,Headphones,SMB,C. Okafor,4,132.73,0.1,552.31
100274,2024-05-18,Europe,France,Electronics,Monitor,Consumer,A. Fischer,2,245.9,0.06,534.36
100210,2024-05-18,North America,Mexico,Office Supplies,Notebook,SMB,B. Nguyen,6,7.44,0.0,51.6
101115,2024-05-19,North America,Mexico,Furniture,Bookshelf,SMB,E. Haddad,4,159.13,0.12,647.45
100384,2024-05-20,Latin America,Argentina,Electronics,Headphones,Enterprise,D. Rossi,5,126.02,0.06,684.62
100764,2024-05-20,North America,Mexico,Electronics,Monitor,Enterprise,D. Rossi,4,236.03,0.15,927.6
100368,2024-05-21,Europe,France,Office Supplies,Pen Set,SMB,A. Fischer,5,15.06,0.0,87.04
100187,2024-05-21,Asia Pacific,India,Electronics,Monitor,SMB,B. Nguyen,8,262.32,0.04,2328.67
100771,2024-05-22,Europe,Germany,Electronics,Smartphone,Consumer,D. Rossi,3,677.91,0.03,2280.23
100851,2024-05-22,Europe,Italy,Electronics,Monitor,Enterprise,F. Larsson,5,239.1,0.27,1008.76
100894,2024-05-22,North America,Mexico,Electronics,Headphones,SMB,E. Haddad,9,123.39,0.11,1142.42
100930,2024-05-23,Europe,Italy,Furniture,Office Chair,Enterprise,D. Rossi,7,211.36,0.25,1282.62
100758,2024-05-23,Europe,United Kingdom,Electronics,Smartphone,Enterprise,D. Rossi,4,746.26,0.22,2691.28
101185,2024-05-24,Asia Pacific,Singapore,Electronics,Smartphone,SMB,D. Rossi,9,667.54,0.0,6944.39
100016,2024-05-26,Latin America,Argentina,Electronics,Monitor,Enterprise,B. Nguyen,10,233.03,0.1,2424.2
100526,2024-05-26,North America,Canada,Software,Analytics Suite,Enterprise,D. Rossi,8,598.21,0.13,4812.57
100813,2024-05-26,Europe,France,Electronics,Monitor,Enterprise,D. Rossi,9,265.09,0.06,2592.26
101305,2024-05-27,Asia Pacific,Japan,Electronics,Monitor,Enterprise,B. Nguyen,7,260.63,0.12,1855.75
100012,2024-05-27,Asia Pacific,Singapore,Electronics,Headphones,Consumer,F. Larsson,1,124.34,0.14,123.6
101349,2024-05-28,Europe,France,Furniture,Bookshelf,Consumer,B. Nguyen,2,147.51,0.01,337.6
100937,2024-05-30,North America,Canada,Furniture,Office Chair,Enterprise,F. Larsson,10,181.41,0.13,1824.29
100372,2024-05-30,North America,Mexico,Furniture,Office Chair,Enterprise,B. Nguyen,3,200.71,0.12,612.47
100776,2024-05-30,North America,Mexico,Electronics,Monitor,Enterprise,E. Haddad,6,255.3,0.1,1593.53
100958,2024-05-31,Asia Pacific,Australia,Electronics,Monitor,Consumer,A. Fischer,1,239.44,0.04,265.69
100136,2024-05-31,North America,Mexico,Furniture,Office Chair,SMB,E. Haddad,8,195.87,0.13,1575.77
100558,2024-06-02,Europe,United Kingdom,Furniture,Standing Desk,SMB,D. Rossi,7,472.71,0.02,3534.64
100639,2024-06-02,Europe,France,Electronics,Monitor,SMB,D. Rossi,7,228.38,0.03,1690.26
100978,2024-06-02,North America,Canada,Electronics,Headphones,Enterprise,D. Rossi,14,126.01,0.07,1788.31
101068,2024-06-03,North America,Mexico,Furniture,Bookshelf,Enterprise,C. Okafor,13,178.07,0.13,2195.23
100828,2024-06-04,Europe,France,Software,Security Suite,Consumer,D. Rossi,1,425.8,0.06,436.27
100044,2024-06-04,Europe,Italy,Furniture,Standing Desk,Enterprise,B. Nguyen,13,471.16,0.08,6142.23
101272,2024-06-04,Europe,France,Electronics,Smartphone,SMB,B. Nguyen,7,750.37,0.12,5038.28
100815,2024-06-05,North America,Mexico,Office Supplies,Stapler,SMB,A. Fischer,4,12.22,0.05,50.62
100272,2024-06-06,North America,Canada,Electronics,Headphones,Enterprise,B. Nguyen,10,119.58,0.17,1081.84
101224,2024-06-06,Asia Pacific,Australia,Software,Security Suite,Enterprise,A. Fischer,6,394.4,0.14,2218.26
100768,2024-06-08,Asia Pacific,Australia,Electronics,Smartphone,Consumer,E. Haddad,2,707.68,0.07,1434.75
100729,2024-06-09,Asia Pacific,Singapore,Furniture,Office Chair,SMB,F. Larsson,3,189.25,0.02,606.47
101094,2024-06-10,North America,Mexico,Office Supplies,Stapler,SMB,C. Okafor,3,12.29,0.0,40.19
100856,2024-06-10,North America,Canada,Furniture,Standing Desk,SMB,E. Haddad,2,493.47,0.02,1054.25
100343,2024-06-10,Europe,Germany,Electronics,Smartphone,Consumer,B. Nguyen,2,738.33,0.03,1561.27
101357,2024-06-11,Asia Pacific,India,Office Supplies,Printer Paper,SMB,E. Haddad,6,27.47,0.03,174.26
100933,2024-06-11,North America,United States,Software,CRM License,Consumer,D. Rossi,3,324.09,0.03,1027.98
100064,2024-06-11,North America,United States,Electronics,Monitor,Consumer,F. Larsson,2,245.46,0.09,486.94
100788,2024-06-12,Asia Pacific,Japan,Electronics,Smartphone,SMB,E. Haddad,5,763.75,0.07,3871.07
100130,2024-06-13,Europe,France,Electronics,Headphones,SMB,D. Rossi,6,116.45,0.07,708.27
100237,2024-06-13,North America,Mexico,Furniture,Office Chair,Consumer,E. Haddad,1,212.96,0.09,211.24
100428,2024-06-13,Europe,Germany,Electronics,Laptop,SMB,F. Larsson,9,881.37,0.06,8127.47
100831,2024-06-13,Europe,France,Office Supplies,Pen Set,Enterprise,A. Fischer,7,15.14,0.13,100.5
100959,2024-06-14,North America,Mexico,Furniture,Standing Desk,Enterprise,E. Haddad,6,504.61,0.06,3102.14
100156,2024-06-14,Europe,Germany,Furniture,Bookshelf,Consumer,F. Larsson,3,135.02,0.04,423.85
100568,2024-06-14,Latin America,Argentina,Electronics,Laptop,SMB,A. Fischer,5,1038.19,0.0,5658.14
100597,2024-06-15,North America,Canada,Software,CRM License,Enterprise,B. Nguyen,7,338.68,0.14,2222.35
101280,2024-06-16,North America,Mexico,Electronics,Monitor,SMB,F. Larsson,4,253.67,0.12,973.28
100795,2024-06-16,Asia Pacific,India,Office Supplies,Stapler,SMB,A. Fischer,3,11.01,0.1,32.4
100602,2024-06-17,Asia Pacific,Australia,Office Supplies,Pen Set,Enterprise,D. Rossi,12,12.85,0.11,149.59
100180,2024-06-17,Europe,Germany,Office Supplies,Printer Paper,SMB,E. Haddad,4,26.71,0.06,109.47
101361,2024-06-17,North America,Canada,Office Supplies,Notebook,SMB,E. Haddad,10,7.89,0.03,83.42
100465,2024-06-17,Europe,Spain,Office Supplies,Notebook,SMB,A. Fischer,4,7.74,0.1,30.37
101072,2024-06-18,Asia Pacific,Japan,Office Supplies,Stapler,Consumer,A. Fischer,2,10.83,0.02,23.14
100677,2024-06-18,North America,Mexico,Electronics,Monitor,Enterprise,C. Okafor,11,261.18,0.18,2567.87
101020,2024-06-19,Europe,United Kingdom,Furniture,Office Chair,SMB,E. Haddad,2,238.49,0.03,504.31
100619,2024-06-19,Europe,United Kingdom,Software,CRM License,SMB,F. Larsson,5,315.6,0.05,1634.02
100025,2024-06-19,Asia Pacific,Singapore,Electronics,Smartphone,SMB,B. Nguyen,3,653.74,0.1,1923.96
100227,2024-06-19,Europe,Germany,Electronics,Monitor,Enterprise,C. Okafor,10,254.8,0.12,2444.04
101173,2024-06-20,Europe,Italy,Electronics,Headphones,Enterprise,C. Okafor,8,125.04,0.16,915.89
101206,2024-06-20,North America,Canada,Software,Analytics Suite,SMB,F. Larsson,4,611.28,0.08,2451.97
101297,2024-06-21,North America,Mexico,Office Supplies,Printer Paper,SMB,D. Rossi,6,25.65,0.02,164.4
100349,2024-06-22,North America,Canada,Furniture,Office Chair,SMB,D. Rossi,2,221.45,0.07,448.97
101311,2024-06-23,North America,United States,Software,Security Suite,Enterprise,E. Haddad,7,372.33,0.14,2443.15
101016,2024-06-23,North America,Mexico,Electronics,Headphones,SMB,F. Larsson,4,128.29,0.06,525.78
101060,2024-06-24,Europe,Italy,Electronics,Smartphone,Enterprise,D. Rossi,8,786.34,0.09,6239.77
100522,2024-06-24,Asia Pacific,Japan,Software,Security Suite,Consumer,D. Rossi,3,416.09,0.03,1319.8
100285,2024-06-24,Europe,France,Office Supplies,Stapler,SMB,A. Fischer,1,11.44,0.02,12.22
100307,2024-06-24,Europe,Germany,Furniture,Office Chair,SMB,C. Okafor,6,201.45,0.11,1172.56
100579,2024-06-24,Europe,United Kingdom,Furniture,Bookshelf,Enterprise,B. Nguyen,7,164.35,0.28,902.87
100370,2024-06-25,Latin America,Brazil,Electronics,Smartphone,Enterprise,E. Haddad,12,618.16,0.21,6387.57
101314,2024-06-25,North America,Canada,Electronics,Headphones,SMB,E. Haddad,7,144.45,0.02,1080.11
100869,2024-06-25,North America,Mexico,Furniture,Bookshelf,SMB,C. Okafor,4,169.84,0.09,673.86
100264,2024-06-26,Europe,Spain,Office Supplies,Pen Set,SMB,C. Okafor,10,16.73,0.16,153.18
100226,2024-06-27,North America,United States,Office Supplies,Printer Paper,SMB,D. Rossi,4,24.51,0.0,106.86
100649,2024-06-27,Europe,Germany,Furniture,Standing Desk,Enterprise,C. Okafor,11,480.45,0.15,4896.51
100898,2024-06-28,Latin America,Argentina,Furniture,Office Chair,SMB,B. Nguyen,8,208.4,0.0,1817.25
101320,2024-06-28,North America,Mexico,Electronics,Laptop,SMB,F. Larsson,5,1059.86,0.13,5025.33
100861,2024-06-28,North America,United States,Electronics,Smartphone,Enterprise,C. Okafor,8,670.26,0.18,4792.63
100006,2024-06-29,Europe,Italy,Electronics,Headphones,Enterprise,F. Larsson,8,127.02,0.06,1041.16
100221,2024-06-30,Latin America,Chile,Office Supplies,Notebook,Enterprise,D. Rossi,11,7.95,0.09,86.74
100610,2024-06-30,Asia Pacific,Australia,Electronics,Smartphone,Enterprise,C. Okafor,9,711.44,0.01,6909.43
100150,2024-07-01,North America,United States,Furniture,Office Chair,Consumer,A. Fischer,3,221.44,0.0,664.32
100102,2024-07-01,Europe,Germany,Office Supplies,Notebook,Consumer,A. Fischer,2,8.18,0.0,16.36
100996,2024-07-01,North America,Mexico,Office Supplies,Notebook,Enterprise,A. Fischer,9,7.28,0.12,57.66
100358,2024-07-01,Europe,France,Electronics,Laptop,Consumer,C. Okafor,1,910.2,0.0,910.2
100596,2024-07-02,Europe,Germany,Software,CRM License,SMB,F. Larsson,5,349.77,0.13,1521.5
101304,2024-07-02,North America,Canada,Electronics,Laptop,SMB,E. Haddad,7,937.8,0.11,5842.49
100254,2024-07-02,North America,Canada,Furniture,Bookshelf,Consumer,A. Fischer,3,150.31,0.01,446.42
100676,2024-07-03,Latin America,Argentina,Software,Analytics Suite,SMB,A. Fischer,3,557.72,0.05,1589.5
101321,2024-07-03,Asia Pacific,Singapore,Furniture,Bookshelf,SMB,C. Okafor,3,154.58,0.02,454.47
100427,2024-07-03,Asia Pacific,Japan,Furniture,Standing Desk,SMB,C. Okafor,4,493.11,0.07,1834.37
101105,2024-07-03,Latin America,Chile,Electronics,Laptop,SMB,F. Larsson,2,866.85,0.09,1577.67
100418,2024-07-04,Europe,Germany,Furniture,Standing Desk,SMB,D. Rossi,5,507.16,0.0,2535.8
100013,2024-07-05,Asia Pacific,Australia,Electronics,Headphones,Consumer,D. Rossi,1,124.89,0.05,118.65
101352,2024-07-05,Europe,Spain,Electronics,Laptop,SMB,A. Fischer,6,961.17,0.04,5536.34
101253,2024-07-06,Europe,Spain,Office Supplies,Notebook,Consumer,A. Fischer,1,7.93,0.01,7.85
100967,2024-07-06,North America,Canada,Software,Analytics Suite,Consumer,E. Haddad,1,600.19,0.02,588.19
101377,2024-07-08,Latin America,Chile,Electronics,Laptop,SMB,C. Okafor,1,906.01,0.12,797.29
100054,2024-07-10,Europe,Italy,Furniture,Bookshelf,SMB,A. Fischer,2,182.87,0.08,336.48
100257,2024-07-10,Europe,Italy,Furniture,Office Chair,Enterprise,C. Okafor,9,216.8,0.07,1814.62
100905,2024-07-11,North America,Canada,Electronics,Smartphone,Enterprise,D. Rossi,9,696.64,0.09,5705.48
101182,2024-07-12,North America,Mexico,Software,CRM License,SMB,B. Nguyen,2,369.4,0.02,724.02
101086,2024-07-12,Asia Pacific,Singapore,Furniture,Standing Desk,SMB,E. Haddad,4,474.77,0.11,1690.18
100080,2024-07-12,Asia Pacific,Australia,Furniture,Bookshelf,SMB,B. Nguyen,8,159.43,0.02,1249.93
101149,2024-07-12,North America,United States,Electronics,Laptop,SMB,F. Larsson,4,1091.31,0.0,4365.24
100331,2024-07-13,North America,United States,Office Supplies,Pen Set,Consumer,D. Rossi,1,14.36,0.0,14.36
101136,2024-07-13,Asia Pacific,Japan,Furniture,Bookshelf,Enterprise,,9,167.34,0.13,1310.27
100916,2024-07-15,Europe,Spain,Electronics,Monitor,SMB,F. Larsson,3,235.88,0.07,658.11
100383,2024-07-15,Asia Pacific,Singapore,Furniture,Office Chair,SMB,D. Rossi,3,189.96,0.0,569.88
101397,2024-07-15,Asia Pacific,Singapore,Software,Security Suite,SMB,C. Okafor,4,382.32,0.08,1406.94
100770,2024-07-15,Latin America,Chile,Electronics,Headphones,SMB,B. Nguyen,6,117.59,0.02,691.43
100003,2024-07-18,Europe,Italy,Office Supplies,Pen Set,SMB,A. Fischer,5,15.61,0.06,73.37
101063,2024-07-18,Asia Pacific,India,Electronics,Headphones,Consumer,C. Okafor,5,145.05,0.0,725.25
101005,2024-07-18,Europe,Italy,Electronics,Headphones,SMB,B. Nguyen,1,111.94,0.0,111.94
100040,2024-07-19,North America,United States,Electronics,Smartphone,Enterprise,E. Haddad,7,591.93,0.09,3770.59
100972,2024-07-19,Europe,Italy,Electronics,Headphones,SMB,E. Haddad,4,146.57,0.1,527.65
101151,2024-07-20,Europe,Spain,Furniture,Bookshelf,SMB,B. Nguyen,4,158.95,0.06,597.65
101038,2024-07-20,North America,Mexico,Electronics,Monitor,SMB,A. Fischer,1,259.94,0.0,259.94
100896,2024-07-20,Europe,Italy,Furniture,Bookshelf,Consumer,E. Haddad,2,164.1,0.04,315.07
100533,2024-07-21,Latin America,Argentina,Electronics,Headphones,Consumer,F. Larsson,2,135.51,0.02,265.6
100142,2024-07-21,North America,United States,Furniture,Bookshelf,Enterprise,F. Larsson,4,153.36,0.11,545.96
100648,2024-07-23,North America,United States,Software,CRM License,Enterprise,B. Nguyen,10,381.0,0.17,3162.3
100170,2024-07-23,Latin America,Chile,Software,Security Suite,Enterprise,F. Larsson,7,405.56,0.12,2498.25
100708,2024-07-24,North America,United States,Furniture,Bookshelf,Consumer,D. Rossi,5,159.63,0.03,774.21
101076,2024-07-24,Europe,Italy,Electronics,Laptop,SMB,B. Nguyen,3,985.96,0.13,2573.36
100308,2024-07-25,Asia Pacific,India,Electronics,Headphones,Enterprise,B. Nguyen,14,137.55,0.1,1733.13
101132,2024-07-25,Europe,Germany,Office Supplies,Printer Paper,SMB,A. Fischer,3,24.99,0.09,68.22
100908,2024-07-25,Europe,Italy,Electronics,Laptop,SMB,D. Rossi,1,846.18,0.07,786.95
100421,2024-07-26,Asia Pacific,India,Office Supplies,Printer Paper,SMB,D. Rossi,7,26.35,0.09,167.85
100538,2024-07-26,North America,United States,Furniture,Office Chair,Enterprise,D. Rossi,12,191.09,0.12,2017.91
100514,2024-07-26,North America,United States,Software,CRM License,Enterprise,A. Fischer,9,319.26,0.12,2528.54
101354,2024-07-26,Latin America,Argentina,Furniture,Office Chair,SMB,D. Rossi,1,208.72,0.0,208.72
100955,2024-07-27,Asia Pacific,Australia,Electronics,Headphones,Consumer,D. Rossi,2,137.07,0.08,252.21
101301,2024-07-27,Asia Pacific,Singapore,Furniture,Office Chair,SMB,E. Haddad,2,211.75,0.05,402.32
100616,2024-07-28,Europe,Spain,Electronics,Headphones,Consumer,C. Okafor,2,134.11,0.05,254.81
100573,2024-07-28,Europe,France,Electronics,Smartphone,Consumer,A. Fischer,2,735.16,0.02,1440.91
100945,2024-07-28,Asia Pacific,Australia,Office Supplies,Stapler,SMB,A. Fischer,2,12.71,0.11,22.62
101159,2024-07-28,Europe,United Kingdom,Office Supplies,Notebook,SMB,C. Okafor,3,7.74,0.1,20.9
101056,2024-07-28,Europe,France,Furniture,Bookshelf,Consumer,C. Okafor,4,156.22,0.0,624.88
100659,2024-07-29,Asia Pacific,Japan,Office Supplies,Notebook,SMB,C. Okafor,8,8.04,0.05,61.1
100461,2024-07-29,North America,United States,Office Supplies,Stapler,Enterprise,B. Nguyen,6,13.16,0.13,68.7
101163,2024-07-30,North America,Mexico,Electronics,Headphones,SMB,B. Nguyen,2,144.45,0.08,265.79
100134,2024-07-30,North America,Canada,Electronics,Laptop,Consumer,E. Haddad,2,967.89,0.01,1916.42
101196,2024-07-31,North America,United States,Electronics,Smartphone,Consumer,C. Okafor,5,727.42,0.07,3382.5
100011,2024-07-31,Latin America,Brazil,Furniture,Standing Desk,Enterprise,F. Larsson,7,465.99,0.12,2870.5
100347,2024-07-31,North America,United States,Furniture,Bookshelf,Enterprise,F. Larsson,13,151.2,0.15,1670.76
100631,2024-08-01,North America,United States,Software,Security Suite,Consumer,B. Nguyen,1,422.92,0.0,384.86
100141,2024-08-01,Europe,France,Furniture,Standing Desk,SMB,E. Haddad,2,436.88,0.0,795.12
100872,2024-08-01,Europe,France,Furniture,Standing Desk,Consumer,F. Larsson,4,428.14,0.0,1558.43
100473,2024-08-02,Asia Pacific,Japan,Furniture,Standing Desk,Consumer,B. Nguyen,5,507.46,0.01,2285.85
100230,2024-08-03,Asia Pacific,India,Software,Security Suite,Consumer,D. Rossi,2,428.19,0.15,662.41
101230,2024-08-03,Asia Pacific,India,Electronics,Headphones,Enterprise,E. Haddad,7,133.63,0.13,740.56
100746,2024-08-03,Europe,Italy,Electronics,Monitor,Consumer,D. Rossi,1,252.98,0.0,230.21
100878,2024-08-04,Europe,United Kingdom,Furniture,Office Chair,SMB,C. Okafor,5,199.86,0.11,809.33
101140,2024-08-04,Europe,Germany,Software,Analytics Suite,Enterprise,E. Haddad,16,610.84,0.04,8538.08
100827,2024-08-04,Asia Pacific,Australia,Office Supplies,Notebook,SMB,E. Haddad,8,8.06,0.08,53.98
100173,2024-08-04,Asia Pacific,Singapore,Furniture,Standing Desk,Enterprise,F. Larsson,10,494.18,0.09,4092.3
100531,2024-08-05,Europe,United Kingdom,Electronics,Smartphone,Enterprise,F. Larsson,4,728.87,0.05,2520.43
101385,2024-08-05,North America,Canada,Software,Security Suite,Enterprise,D. Rossi,10,365.2,0.13,2891.29
101338,2024-08-05,North America,Mexico,Electronics,Monitor,Enterprise,B. Nguyen,14,234.72,0.11,2661.4
100403,2024-08-05,Asia Pacific,India,Office Supplies,Stapler,Enterprise,F. Larsson,8,12.28,0.12,78.67
101239,2024-08-06,Asia Pacific,India,Furniture,Bookshelf,Consumer,B. Nguyen,2,149.81,0.05,259.02
100991,2024-08-06,Asia Pacific,Japan,Office Supplies,Pen Set,Consumer,C. Okafor,1,14.27,0.0,12.99
101213,2024-08-06,Europe,Spain,Furniture,Standing Desk,Consumer,,3,460.36,0.02,1231.65
100053,2024-08-07,North America,Canada,Furniture,Office Chair,SMB,F. Larsson,6,189.64,0.08,952.6
100357,2024-08-07,Europe,Spain,Electronics,Smartphone,Consumer,A. Fischer,3,672.22,0.03,1780.11
101017,2024-08-07,Asia Pacific,Japan,Furniture,Bookshelf,SMB,A. Fischer,6,169.78,0.0,927.0
100356,2024-08-08,Europe,France,Furniture,Bookshelf,Enterprise,F. Larsson,8,155.85,0.12,998.44
100267,2024-08-08,North America,United States,Software,Security Suite,SMB,B. Nguyen,6,437.99,0.06,2247.94
100611,2024-08-08,Latin America,Brazil,Electronics,Headphones,Enterprise,B. Nguyen,11,135.96,0.14,1170.43
101135,2024-08-08,Europe,Italy,Office Supplies,Printer Paper,Consumer,A. Fischer,3,25.65,0.06,65.82
101370,2024-08-08,Europe,Spain,Office Supplies,Pen Set,SMB,C. Okafor,3,14.75,0.04,38.66
100888,2024-08-09,Europe,France,Electronics,Laptop,Enterprise,E. Haddad,7,953.33,0.08,5586.9
101039,2024-08-10,North America,Mexico,Electronics,Laptop,Enterprise,D. Rossi,6,971.73,0.08,4881.19
100278,2024-08-10,Europe,Spain,Electronics,Smartphone,Enterprise,D. Rossi,8,686.93,0.09,4550.77
100582,2024-08-10,Europe,Germany,Electronics,Headphones,Enterprise,B. Nguyen,6,140.49,0.12,675.03
100793,2024-08-10,North America,Mexico,Office Supplies,Pen Set,Enterprise,F. Larsson,15,13.73,0.14,161.18
101180,2024-08-11,Europe,Spain,Electronics,Monitor,Enterprise,D. Rossi,7,264.9,0.13,1468.05
100457,2024-08-11,North America,Mexico,Furniture,Bookshelf,Enterprise,F. Larsson,7,164.1,0.11,930.33
100761,2024-08-12,Europe,Spain,Electronics,Headphones,SMB,C. Okafor,5,139.98,0.06,598.69
100669,2024-08-12,Europe,United Kingdom,Software,Security Suite,SMB,E. Haddad,5,393.71,0.08,1648.07
100414,2024-08-12,Europe,Spain,Electronics,Headphones,Enterprise,C. Okafor,12,143.9,0.16,1319.97
100127,2024-08-13,Latin America,Brazil,Software,Security Suite,Consumer,C. Okafor,3,415.51,0.03,1100.31
100866,2024-08-14,Latin America,Chile,Electronics,Monitor,Enterprise,E. Haddad,7,236.76,0.18,1236.69
101373,2024-08-16,Europe,France,Electronics,Monitor,Enterprise,A. Fischer,11,230.94,0.07,2149.89
100934,2024-08-16,North America,United States,Office Supplies,Stapler,Consumer,D. Rossi,2,11.15,0.03,19.68
100410,2024-08-16,Latin America,Brazil,Software,Security Suite,SMB,A. Fischer,4,385.83,0.01,1390.38
101262,2024-08-16,North America,United States,Office Supplies,Pen Set,SMB,C. Okafor,7,16.37,0.05,99.06
100543,2024-08-16,North America,Mexico,Office Supplies,Pen Set,Consumer,E. Haddad,2,16.12,0.0,29.34
101015,2024-08-18,Europe,Italy,Electronics,Laptop,SMB,A. Fischer,3,980.02,0.16,2247.38
100690,2024-08-18,Europe,Spain,Electronics,Headphones,SMB,C. Okafor,5,130.28,0.18,486.07
100719,2024-08-18,Asia Pacific,India,Office Supplies,Printer Paper,Enterprise,A. Fischer,11,23.76,0.1,214.05
100158,2024-08-19,North America,Canada,Office Supplies,Pen Set,SMB,D. Rossi,5,13.9,0.12,55.66
100864,2024-08-20,North America,Mexico,Electronics,Laptop,SMB,F. Larsson,1,820.56,0.04,716.84
100835,2024-08-20,Europe,United Kingdom,Furniture,Standing Desk,Enterprise,F. Larsson,10,464.88,0.05,4018.89
100714,2024-08-20,Europe,Germany,Electronics,Laptop,Enterprise,E. Haddad,9,973.67,0.1,7176.92
101199,2024-08-23,Asia Pacific,India,Furniture,Office Chair,SMB,D. Rossi,5,228.64,0.01,1029.91
100695,2024-08-23,Latin America,Brazil,Electronics,Monitor,Consumer,F. Larsson,2,255.5,0.0,465.01
101238,2024-08-24,North America,United States,Office Supplies,Pen Set,Consumer,B. Nguyen,1,15.55,0.01,14.01
101399,2024-08-24,Europe,Spain,Electronics,Monitor,SMB,B. Nguyen,5,250.98,0.04,1096.28
101062,2024-08-25,North America,United States,Electronics,Monitor,SMB,F. Larsson,6,219.48,0.0,1198.36
